row_id,description,player_counts_min_players,player_counts_max_players,playtime_min_playtime,playtime_max_playtime,boardgame,minimum_age,game_info_release_year,game_info_categories,game_info_mechanisms,game_info_family,credits_designers,credits_solo_designer,credits_artists,credits_publishers,credits_developer,credits_graphic_designer,credits_sculptor,credits_editor,credits_writer,credits_insert_designer,game_stats_average_rating,game_stats_num_of_ratings,game_stats_std_deviation,game_stats_weight,game_stats_comments,game_stats_fans,game_stats_page_views,ranks_overall,ranks_strategy,play_stats_all_time_plays,play_stats_this_month_plays,collection_stats_own,collection_stats_previously_owned,collection_stats_for_trade,collection_stats_want_in_trade,collection_stats_wishlist,ratings_rated_1,ratings_rated_2,ratings_rated_3,ratings_rated_4,ratings_rated_5,ratings_rated_6,ratings_rated_7,ratings_rated_8,ratings_rated_9,ratings_rated_10,link_to_game,suggested_retail_price_usd,amazon_price_usd,boardgamebliss_price_cad,boardgamebliss_price_usd,philibert_price_eur,philibert_price_usd,zatu_games_price_gbp,zatu_games_price_usd,ebay_price_usd,ranks_thematic,cardhaus_games_price_usd,miniature_market_price_usd,noble_knight_games_price_usd,boardtopia_price_usd,k&b_hobbies_and_games_price_cad,k&b_hobbies_and_games_price_usd,zulu's_board_game_cafe_price_usd,elevated_board_games_price_usd,collector_store_llc_price_usd,ranks_war,usedgames.ca_price_cad,usedgames.ca_price_usd,stonemaier_games_price_usd,ranks_customizable,ranks_family,ranks_abstract,renegade_game_studios_price_usd,ranks_party,fowers_games_price_usd,ranks_children's,bgg_store_price_usd
945,Search London to deduce the identity of a mysterious Shakespearean lady.,1,1,30.0,30.0,Black Sonata,12.0,2017.0,Deduction;Print & Play;Renaissance,Action Queue;Deduction;Hidden Movement;Point to Point Movement;Push Your Luck;Solo / Solitaire Game,Authors: William Shakespeare;Contests: Solitaire Print & Play;Crowdfunding: Kickstarter;Mechanism: Hidden Movement;Players: Games with Solitaire Rules;Players: Solitaire Only Games,John Kean,,John Kean,(Web published);Boardgame Mall;CrowD Games;GateOnGames;Melmac Games;Side Room Games;TGG Games;Treetato Studio,,,,,,,7.472,3505,1.23,2.08,1077,536,448938,945,546.0,15043,141,8533,1055,127,247,1889,9,1,19,37,103,397,1000,1300,495,163,https://boardgamegeek.com/boardgame/231218/black-sonata,,,,,,,,,49.99,,,,149.95,,,,,,,,,,,,,,,,,,
946,Recreate the struggle between Rome & Carthage in the 1st & 2nd Punic Wars.,2,2,40.0,200.0,Hannibal & Hamilcar,12.0,2018.0,Ancient;Political;Wargame,Area Majority / Influence;Campaign / Battle Card Driven;Card Play Conflict Resolution;Dice Rolling;Die Icon Resolution;Events;Point to Point Movement;Simulation;Variable Set-up,Ancient: Carthage;Ancient: Rome;Components: Dice with Icons;Components: Map (Continental / National scale);Components: Miniatures;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);History: Punic Wars;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;Region: Mediterranean Sea,Mark Simonitch;Jaro Andruszkiewicz,,Bartek Jędrzejewski;Paweł Kurowski;Piotr Słaby;Rafal Szymanski,PHALANX;ASYNCRON games;Cranio Creations;Ediciones MasQueOca;Feuerland Spiele;Fox in the Box,,,,,,,8.278,1848,1.42,3.88,557,353,610022,946,,2749,8,4883,497,82,174,1170,6,3,15,18,40,88,211,516,594,360,https://boardgamegeek.com/boardgame/227460/hannibal-and-hamilcar,,189.95,,,,,,,,,,,28.0,,,,,,,19.0,,,,,,,,,,,
947,Operate your own specialty goods shop with a unique set of components and mechanisms.,1,4,60.0,90.0,Merchants Cove,14.0,2021.0,Economic;Fantasy;Nautical,Commodity Speculation;Dice Rolling;Rondel;Solo / Solitaire Game;Tile Placement;Turn Order: Time Track;Variable Player Powers;Worker Placement,Components: 3-Dimensional (3D);Components: Marbles;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Merchants Cove;Setting: The Five Realms,Jonny Pac;Carl Van Ostrand;Drake Villareal,Jonny Pac;Drake Villareal,Mihajlo Dimitrievski,Final Frontier Games;Devil Dice Games;Fabrika Igr;Galakta;Mosaico Jogos;Pegasus Spiele;Super Meeple;TCG Factory;TLAMA games,Jonny Pac;Drake Villareal,Bojan Drangovski;Will Meadows,,,,John Shulters,7.408,3907,1.51,2.73,869,1020,791535,947,541.0,12226,106,8726,1047,134,340,3169,20,17,41,93,188,429,937,1300,599,270,https://boardgamegeek.com/boardgame/277700/merchants-cove,,,,,,,,,109.99,,,,140.0,,,,,,,,,,,,,,,,,,
948,Manage your shipping company to cargo-carrying success.,2,4,90.0,120.0,Panamax,12.0,2014.0,Economic;Nautical;Transportation,Area Majority / Influence;Dice Rolling;Moving Multiple Units;Pick-up and Deliver;Point to Point Movement;Slide / Push;Stock Holding;Worker Placement,Cities: Panama City (Panama);Country: Panama;Theme: Canals,Gil d'Orey;Nuno Bizarro Sentieiro;Paulo Soledade,,Filipe Alves;Gil d'Orey,MESAboardgames;Arclight Games;HC Distribuzione;Heidelberger Spieleverlag;Stronghold Games,Paul Incao;Steve Rogers,,,,,,7.301,4157,1.32,3.75,942,276,512687,948,519.0,8883,9,5386,1431,164,353,1479,7,15,41,76,179,545,1100,1500,552,129,https://boardgamegeek.com/boardgame/131287/panamax,,,,,,,,,90.0,,,,90.0,,,,,,,,,,,,,,,,,,
949,Players take turns as pilot and press their luck to win the greatest treasures!,2,6,30.0,30.0,Celestia,8.0,2015.0,Adventure;Aviation / Flight;Card Game;Fantasy,Betting and Bluffing;Dice Rolling;Hidden Victory Points;Push Your Luck,Components: 3-Dimensional (3D);Components: Dice with Icons;Digital Implementations: Board Game Arena;Misc: LongPack Games;Occupation: Adventurer / Explorer;Theme: Airships / Blimps / Dirigibles / Zeppelins;Theme: Floating islands in the sky;Theme: Steampunk,Aaron Weissblum,,Gaetan Noir,"BLAM !;ABBA Games;ADC Blackfire Entertainment;Arclight Games;AURUM, Inc.;Blackrock Games;Circoctel;Esdevium;Evrikus;Geronimo Games;Ghenos Games;Hachette Boardgames USA;Heidelberger Spieleverlag;hobbity.eu;Jolly Thinkers;Lanlalen;Ludofy Creative;Paladium Games;Quick Simple Fun Games;WoodCat;Zhiyanjia",,,,,,,6.925,12311,1.23,1.32,1954,422,649591,949,,53887,129,16699,1862,248,304,2561,18,35,118,243,775,2400,4700,3000,761,250,https://boardgamegeek.com/boardgame/175117/celestia,,,42.95,31.01,23.9,27.92,,,20.12,,,,70.0,,,,,,,,,,,,285.0,,,,,,
950,"Hold a parade for the Queen. In Wonderland, losing might be the best way to win.",2,6,45.0,45.0,Parade,8.0,2007.0,Card Game;Novel-based;Number,End Game Bonuses;Hand Management;Set Collection;Sudden Death Ending,Books: Alice in Wonderland;Card Games: Fishing;Mechanism: Card Line;Misc: Lowest Score Wins;Series: Deluxe card game (Z-Man / Filosofia),Naoki Homma,,Philippe Guérin;Naoki Homma;Carsten Mell;Chris Quilliams;Yuka Saitoh,"Arclight Games;Filosofia Éditions;Fire on Board Jogos;Fractal Juegos;Grimpeur;Japon Brand;Korea Boardgames;Kossetsu Games;More Fun Co., Ltd.;One Moment Games;Schmidt Spiele;Sunny Games;Z-Man Games",,,,,,,7.006,8421,1.21,1.45,1784,288,492651,950,,47574,115,12565,1197,178,295,1756,8,22,74,145,491,1500,3200,2200,625,167,https://boardgamegeek.com/boardgame/56692/parade,,,,,,,,,42.65,,,,,,,,,,,,,,,,268.0,,,,,,
951,"Learn new techniques, trade goods, and manage your stock to build the master stall!",2,4,30.0,30.0,Dale of Merchants,10.0,2015.0,Animals;Card Game;Fantasy,"Auction: Dutch;Deck, Bag, and Pool Building;Dice Rolling;Hand Management;Open Drafting;Race;Set Collection;Take That;Team-Based Game",Components: Dice with Icons;Components: Multi-Use Cards;Crowdfunding: Kickstarter;Digital Implementations: TableTop Simulator Mod (TTS);Game: Dale of Merchants;Misc: LongPack Games;Occupation: Merchant;Setting: Daimyria;Theme: Anthropomorphic Animals,Sami Laakso,,Sami Laakso,Snowdale Design;Board Game Leisure;Bragelonne Games;Devir;Fullcap Games;GaGa Games;Games7Days;Lotus Frog Games;Ludicus Games;Popcorn Games;Reflexshop;Schwerkraft-Verlag;Vendetta,,Sami Laakso,,,,,7.157,5945,1.26,2.09,1137,373,481125,951,591.0,20237,65,9761,1726,179,226,1670,5,15,46,101,294,918,2100,1700,548,199,https://boardgamegeek.com/boardgame/176165/dale-of-merchants,,,,,,,,,,,,,,,,,,,,,,,,,262.0,,,,,,
952,Strategic gladiator combat and adventure featuring solo campaign play.,1,1,90.0,90.0,Hoplomachus: Victorum,14.0,2023.0,Dice;Fighting,Dice Rolling;Solo / Solitaire Game,Ancient: Rome;Components: PVC Cards;Crowdfunding: Kickstarter;Game: Hoplomachus;Players: Solitaire Only Games;Theme: Gladiators;Theme: Volcanoes,Josh J. Carlson;Adam Carlson;Logan Giannini,,Yoann Boissonnet;Anthony LeTourneau;Federico Pompili,Chip Theory Games;Dice Realm;Frosted Games;Lavka Games;Lucky Duck Games;YOKA Games,,Shaun Boyke;Melonie Lavely;Chelzee Lemm-Thompson,Melonie Lavely,Michael Gernes;Jeff Tidball;Shannon Wedge,Ryan Howard,,8.366,1729,1.38,3.53,408,558,591570,952,465.0,9365,107,4329,449,74,203,1465,8,4,5,10,29,81,192,440,593,368,https://boardgamegeek.com/boardgame/313889/hoplomachus-victorum,,,199.95,144.36,,,,,23.72,,149.95,149.95,150.0,,,,199.99,,,,,,,,,,,,,,
953,Monsters vie for fame or dominance over New York in this dice-rolling game.,2,6,40.0,40.0,King of New York,10.0,2014.0,Dice;Fighting;Movies / TV / Radio theme;Science Fiction,Dice Rolling;Die Icon Resolution;King of the Hill;Open Drafting;Player Elimination;Push Your Luck;Re-rolling and Locking;Tags;Take That,"Cities: New York (New York, USA);Components: Dice with Icons;Components: Map (City Scale);Components: Standees;Country: USA;Creatures: Monsters;Game: King of Tokyo;Theme: Kaiju;Theme: Villainy",Richard Garfield,,Sébastien Lamirand;Igor Polouchine;Régis Torres;Alexey Yakovlev,IELLO;Devir;Egmont Polska;Enigma (Bergsala Enigma);GaGa Games;Galápagos Jogos;GoKids 玩樂小子;Heidelberger Spieleverlag;Hobby Japan;HomoLudicus;Reflexshop;uplay.it edizioni,Skaff Elias;Richard Garfield;Guillaume Gille-Naves;Koni Kim,,,,,,6.868,17086,1.29,1.87,2684,580,795149,953,,35315,62,26974,3756,713,288,2324,33,56,171,469,1300,3400,6100,4000,1200,329,https://boardgamegeek.com/boardgame/160499/king-of-new-york,,99.94,53.95,38.95,,,,,19.99,,,,20.0,,,,,,,,,,,,304.0,,,,,,
954,Guide the Black Angel on an intergalactic voyage to find a new home for humanity.,1,4,60.0,120.0,Black Angel,12.0,2019.0,Science Fiction;Space Exploration,Bias;Dice Rolling;Hand Management;Map Addition;Map Reduction;Solo / Solitaire Game;Tile Placement;Variable Set-up;Worker Placement with Dice Workers,Players: Games with Solitaire Rules;Theme: Robots,Sébastien Dujardin;Xavier Georges;Alain Orban,,Sébastien Dujardin;Xavier Georges;Ian O'Toole;Alain Orban,Pearl Games;asmodee;CrowD Games;Galápagos Jogos;Hobby Japan;Maldito Games;Rebel Sp. z o.o.;sternenschimmermeer,,Ian O'Toole,,,,,7.202,5155,1.42,3.86,1083,466,900233,954,560.0,12164,23,9354,1850,452,266,2234,12,31,68,117,291,724,1400,1700,678,177,https://boardgamegeek.com/boardgame/230244/black-angel,79.99,74.99,,,,,69.59,93.86,29.02,,,,22.0,,,,,,,,,,,,,,,,,,
955,Capture the flag and hold onto it to win the tournament!,1,8,45.0,45.0,Challengers!,8.0,2022.0,Animals;Card Game;Sports,"Deck Construction;Deck, Bag, and Pool Building;Finale Ending;Hand Management;Open Drafting",Digital Implementations: Board Game Arena;Misc: Watch It Played How To Videos,Johannes Krenner;Markus Slawitscheck,,Jeff Harvey,1 More Time Games;ADC Blackfire Entertainment;Choo Choo Games;Galápagos Jogos;Game Harbor;Gém Klub Kft.;GoKids 玩樂小子;Hobby Japan;Korea Boardgames;Lord of Boards;Rebel Sp. z o.o.;Tower Tactic Games;Z-Man Games,,,,,,,7.082,7179,1.55,1.8,1048,466,568577,955,,63982,523,10055,773,148,198,1880,35,74,144,202,424,964,2100,2100,803,290,https://boardgamegeek.com/boardgame/359970/challengers,39.99,36.98,43.95,31.73,35.95,41.99,28.89,38.97,26.0,,31.99,23.99,14.0,,,,,,,,,,,,266.0,,,54.0,,,
956,A quick card chase; will the fugitive escape or will the detective crack the case?,2,2,5.0,20.0,Fugitive,10.0,2017.0,Bluffing;Card Game;Deduction;Number;Spies / Secret Agents,Deduction;Hand Management;Hidden Movement;Memory;Secret Unit Deployment,Crowdfunding: Verkami;Digital Implementations: Tabletopia;Mechanism: Card Line;Misc: LongPack Games;Players: Two-Player Only Games,Tim Fowers,,Ryan Goldsberry,Fowers Games;2Tomatoes Games;Arclight Games;BoardM Factory;Broadway Toys LTD;Korea Boardgames;MS Edizioni,Sam Aho,,,,,,7.142,5616,1.14,1.64,1227,278,393838,956,,27074,51,10244,1522,268,247,2350,9,6,40,76,233,820,2100,1800,428,93,https://boardgamegeek.com/boardgame/197443/fugitive,,,,,,,,,41.95,,,,,,,,,,,,,,,,255.0,,,,29.82,,
957,"Walk through the woods, collect mushrooms, and cook them up for tasty points.",2,2,30.0,30.0,Morels,10.0,2012.0,Card Game;Educational,Hand Management;Open Drafting;Set Collection,Digital Implementations: Apple App Store;Digital Implementations: Google Play;Misc: LongPack Games;Players: Two-Player Only Games;Theme: Food / Cooking;Theme: Mushrooms;Theme: Nature,Brent Povis,,Vince Dorse;Jarek Nocoń;Brent Povis,"Two Lanterns Games;Bright World Games;Compaya.hu: Gamer Café Kft.;Edinorog;Fantasmagoria;HomoLudicus;Lautapelit.fi;Lotus Frog Games;MYBG Co., Ltd.;PaperGames (III);Pegasus Spiele;Popcorn Games;Rebel Sp. z o.o.",,,,,,,6.981,9872,1.24,1.74,2285,558,757894,957,,34494,92,18535,2579,362,363,2580,7,26,75,223,646,1700,3700,2600,665,235,https://boardgamegeek.com/boardgame/122298/morels,,26.95,29.95,21.62,,,10.49,14.15,10.72,,,,20.0,,,,,,,,,,,,286.0,,,,,,
958,Command squads of soldiers in tactical WWII combat.,2,2,60.0,60.0,Squad Leader,14.0,1977.0,Wargame;World War II,Critical Hits and Failures;Dice Rolling;Events;Grid Movement;Hexagon Grid;Line of Sight;Modular Board;Movement Points;Ratio / Combat Results Table;Scenario / Mission / Campaign Game;Simulation;Variable Set-up,Continents: Europe;Country: Belgium;Country: France;Country: Germany;Country: Soviet Union;Game: Squad Leader;Players: Two-Player Only Games;Players: Wargames with Rules Supporting Only Two Players;War Battlespace: Land warfare;War Level of Command: Tactical,John Hill (I),,Richard Hamblen;Rodger B. MacGowan;W. Scott Moores,"Arsenal Publishing, Inc.;The Avalon Hill Game Co;Wydawnictwo Gołębiewski",,,,,,,7.561,3502,1.58,4.03,1368,374,589750,958,,4549,4,6864,1310,250,51,332,15,16,44,56,158,417,841,992,563,403,https://boardgamegeek.com/boardgame/1035/squad-leader,,,,,,,,,69.5,,,,30.0,,,,,,,71.0,,,,,,,,,,,
959,Seek out and awaken the sleepwalking residents of Arzium.,2,4,30.0,45.0,Roam,8.0,2019.0,Card Game;Fantasy,Action Retrieval;Area Majority / Influence;Auction Compensation;Grid Coverage;Square Grid,Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Digital Implementations: Yucata;Mechanic: Perspective;Setting: World of Arzium,Ryan Laukat,,Ryan Laukat,Red Raven Games;Banana Games;DV Games;Lanlalen;Lavka Games;Lotus Frog Games;Lucky Duck Games;Maldito Games;Reflexshop;REXhry;Schwerkraft-Verlag;White Goblin Games,Brenna Asplund;Alex Davis;Ryan Laukat;Malorie Laukat;Alf Seegert,,,,,,7.284,4448,1.13,1.84,856,349,343801,959,,19297,105,8401,797,118,181,1445,3,3,12,51,199,536,1600,1500,450,114,https://boardgamegeek.com/boardgame/267319/roam,,,,,,,25.99,35.05,34.03,,,26.99,50.0,,,,29.99,,,,,,,,242.0,,,,,,
960,"Create the best Zen garden by harmonising water, vegetation, stones and sakura trees.",2,4,20.0,20.0,Ohanami,8.0,2019.0,Card Game;Number,Closed Drafting;Ordering;Set Collection,Country: Japan;Series: NSV Middys (Nürnberger Spielkartenverlag);Theme: Gardening,Steffen Benndorf,,Christian Opperer,Nürnberger-Spielkarten-Verlag;Arclight Games;FunMill.ru;Kaissa Chess & Games;Mercurio;Mnogoknig Games;Oya;Pandasaurus Games;Popcorn Games;Pravi Junak;White Goblin Games;Нескучные игры,,,,,,,7.278,4448,1.14,1.16,772,246,282876,960,,32642,190,8734,531,94,164,1363,4,6,19,44,160,570,1600,1400,461,128,https://boardgamegeek.com/boardgame/270314/ohanami,,,,,,,,,11.03,,,,35.0,,,,,,,,,,,,235.0,,,,,,
961,Hide and Seek. Hunt and Escape. Killer and Prey!,2,4,30.0,45.0,Terrorscape,14.0,2023.0,Deduction;Dice;Fighting;Horror;Miniatures,Deduction;Dice Rolling;Hand Management;Hidden Movement;Multiple Maps;Team-Based Game,Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Players: One versus Many,Jeffrey CCH,,Arepko;Roxy Dai;Samuel Horowitz;Nilanjan Malakar;Amanda Phelps;Domingo Pino,ICE Makes;asmodee;Broadway Toys LTD;Ediciones MasQueOca;Galakta;Grimspire;IELLO;Niza Gams;Pendragon Game Studio,Isaac Chan;Herman Ying,Roxy Dai;Herman Ying,,Alex Chan;Isaac Chan,,Herman Ying,8.167,2163,1.36,2.29,475,1456,468303,961,,9519,659,4457,167,17,309,2277,4,4,9,21,38,139,287,670,636,355,https://boardgamegeek.com/boardgame/371433/terrorscape,,,,,,,,,,154.0,,,,,,,,,,,,,,,,,,,,,
962,African merchants go toe-to-toe to hawk their wares and earn the most gold.,2,2,45.0,45.0,Jambo,12.0,2004.0,Card Game;Economic,Action Points;Contracts;Hand Management;Race;Set Collection;Take That,Continents: Africa;Game: Jambo;Occupation: Merchant;Players: Two-Player Only Games;Region: East Africa;Series: Two-player games (Kosmos),Rüdiger Dorn,,Michael Menzel;徐昀享 (Xu Yunxiang);李小娜 (LI Xiaona);杨静雯 (Yang Jingwen);郭紫颖 (Guo Ziying);陈杰 (Chen Jie),KOSMOS;Filosofia Éditions;MINDOK;Quined White Goblin Games;Rio Grande Games;White Goblin Games;Yaofish Games,,,,,,,6.986,8411,1.24,2.07,2657,196,622864,962,610.0,28789,18,10596,2416,348,344,1578,13,24,72,178,503,1500,3200,2200,588,172,https://boardgamegeek.com/boardgame/12002/jambo,,,,,,,,,16.3,,,,25.0,,,,,,,,,,,,,,,,,,
963,Use everyone's dice rolls to mark off numbers—but you can't go back once you pass.,2,5,15.0,15.0,Qwixx,8.0,2012.0,Dice;Math;Number,Bingo;Dice Rolling;Paper-and-Pencil,Category: Color;Game: Qwixx;Mechanism: Roll-and-Write;Misc: Mensa Select;Series: Nature Line (Nürnberger-Spielkarten-Verlag);Series: NSV Middys (Nürnberger Spielkartenverlag),Steffen Benndorf,,Oliver Freudenreich;Sandra Freudenreich;Tom McKendrick,Nürnberger-Spielkarten-Verlag;DV Games;FoxMind Israel;Fractal Juegos;GaGa Games;Game Factory;Gamewright;Gigamic;Ideal Board Games;Kanga Games;Maldón;MINDOK;Morapiaf;Popcorn Games;Vagabund;Vennerød Forlag AS;White Goblin Games,,,,,,,6.874,14754,1.20,1.11,2528,332,670043,963,,192361,1162,30316,1360,265,73,898,18,41,93,325,937,3100,5900,3200,802,291,https://boardgamegeek.com/boardgame/131260/qwixx,,12.55,24.95,18.01,,,,,4.99,,,,,,,,,,,,,,,,297.0,,,,,,
964,"Draw, place, move and flip tiles to capture the enemy Duke.",2,2,30.0,30.0,The Duke,13.0,2013.0,Abstract Strategy;Medieval,Grid Movement;Pattern Movement;Square Grid;Tile Placement,Components: 6 x 6 Grids;Components: Wooden pieces & boards;Crowdfunding: Kickstarter;Misc: Mensa Select;Players: Two-Player Only Games;Series: The Profile System,Jeremy Holcomb;Stephen McLaughlin,,Matt Heerdt,Catalyst Game Labs,,,,,,,7.310,4257,1.33,2.48,1049,336,505367,964,,18477,23,6861,1166,230,247,1643,11,4,26,66,214,595,1300,1300,521,217,https://boardgamegeek.com/boardgame/36235/the-duke,,,,,,,,,24.95,,,,60.0,,,,,,,,,,,,,33.0,,,,,
965,Design and landscape a garden with majestic vistas gazed upon by noblemen.,1,4,40.0,60.0,Tang Garden,14.0,2019.0,Environmental,Line of Sight;Open Drafting;Set Collection;Solo / Solitaire Game;Tile Placement;Variable Player Powers,Components: 3-Dimensional (3D);Components: Game Trayz Inside;Components: Miniatures;Components: Official Music Soundtrack;Country: China;Crowdfunding: Kickstarter;Digital Implementations: Tabletopia;Game: Tang Garden;Series: 30 Journeys (Thundergryph);Theme: Gardening;Theme: Nature;Theme: Trees and Forests,Francesco Testini;Pierluca Zizzi,,Matthew Mizak,ThunderGryph Games;BGNations;CMON Global Limited;GateOnGames;Lotus Frog Games;Skellig Games;TCG Factory;YOKA Games,Pierpaolo Paoletti,Gui Landgraf,,,,Noah Adelman,7.322,4400,1.39,2.62,1022,617,637139,965,583.0,12235,37,9440,1289,207,195,2004,11,17,31,83,229,566,1200,1400,575,232,https://boardgamegeek.com/boardgame/252153/tang-garden,,,,,,,,,37.56,,,,115.0,,,,,,,,,,,,256.0,,,,,,
966,"Berzerkers, security zones, and prison cells complicate the zombie-killing mayhem.",1,6,60.0,60.0,Zombicide Season 2: Prison Outbreak,13.0,2013.0,Horror;Miniatures;Zombies,Action Points;Cooperative Game;Dice Rolling;Hand Management;Modular Board;Variable Player Powers,Creatures: Zombies;Crowdfunding: Kickstarter;Game: Zombicide;Players: Games with Solitaire Rules;Theme: Jail / Prison (Modern),Raphaël Guiton;Jean-Baptiste Lullien;Percy de MontBlanc;Nicolas Raoult,,Miguel Coimbra;Nicolas Fructus;Édouard Guiton;Mathieu Harlaut;Antonio Maínez;Eric Nouhaut,Cool Mini Or Not;asmodee;Asterion Press;Black Monk;CMON Global Limited;Edge Entertainment;Galápagos Jogos;Guillotine Games;Hobby World,,Mathieu Harlaut,Juan Navarro Perez;Elfried Perochon;Rafal Zelazo,Thiago Aranha;Christopher Bodan,,,7.341,4831,1.50,2.67,758,438,395754,966,,6647,3,12134,1620,275,118,714,27,24,55,95,219,612,1400,1400,664,326,https://boardgamegeek.com/boardgame/137988/zombicide-season-2-prison-outbreak,,169.95,,,,,,,4.0,211.0,,,13.95,,,,,,,,,,,,,,,,,,
967,The dark elf Drizzt Do'Urden lurks deep within a monster-infested labyrinth maze.,1,5,60.0,60.0,Dungeons & Dragons: The Legend of Drizzt Board Game,12.0,2011.0,Adventure;Exploration;Fantasy;Fighting;Miniatures;Novel-based,Cooperative Game;Dice Rolling;Grid Movement;Modular Board;Role Playing;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Variable Player Powers,Category: Dungeon Crawler;Creatures: Dragons;Players: Games with Solitaire Rules;Series: Dungeons & Dragons Adventure System Board Games;Setting: Dungeons & Dragons;Versions & Editions: Board Game Versions of Role-Playing Games,Peter Lee,,Jason Engle;Steve Prescott,Wizards of the Coast,,,,,,,7.199,6564,1.38,2.58,1320,910,1051341,967,,11462,11,14482,1929,318,364,2076,13,24,54,140,385,993,2000,1900,682,317,https://boardgamegeek.com/boardgame/91872/dungeons-and-dragons-the-legend-of-drizzt-board-ga,,,,,,,50.99,68.77,1.03,221.0,50.19,,,,,,,,,,,,,,,,,,,,
968,Brew the richest blends and score high in this solo puzzle.,1,1,10.0,30.0,Coffee Roaster,12.0,2015.0,Industry / Manufacturing,"Deck, Bag, and Pool Building;Memory;Once-Per-Game Abilities;Push Your Luck;Solo / Solitaire Game;Variable Set-up",Digital Implementations: Apple App Store;Digital Implementations: Google Play;Digital Implementations: Tabletopia;Food & Drink: Coffee;Players: Games with Solitaire Rules;Players: Solitaire Only Games,Saashi,,Andrea Boekhoff;Takako Takarai,Saashi & Saashi;Angry Lion Games;Big Fun Games (Board Game);Delirium Games;dlp games;Game Harbor;Homosapiens Lab;Stronghold Games,,,,,,,7.329,4006,1.22,2.18,942,415,532340,968,559.0,21951,111,7762,1423,153,378,2697,5,9,21,47,161,514,1300,1400,494,125,https://boardgamegeek.com/boardgame/196526/coffee-roaster,,40.24,,,36.95,43.16,24.49,33.03,25.0,,,,42.0,,52.99,38.26,,,,,,,,,,,,,,,
969,"Solve puzzles to escape a haunted house, a submarine, and search for pirate gold.",1,6,45.0,75.0,Unlock!: Mystery Adventures,10.0,2017.0,Card Game;Exploration;Puzzle;Real-time,Cooperative Game;Storytelling,"Books: 20,000 Leagues Under the Sea;Category: Escape Room Games;Components: Digital Hybrid – App/Website Required;Series: Unlock! (Space Cowboys)",Arnaud Ladagnous;Fabrice Mazza;Sébastien Pauchon;Billy Stevenson,,Florian de Gesincourt;Pierre Santamaria;Sergo,Space Cowboys;asmodee;Gém Klub Kft.;Hobby Japan;Korea Boardgames,,,,,,,7.319,4025,1.27,2.09,675,84,168064,969,,10394,30,8172,2939,214,132,501,8,13,41,55,149,453,1300,1400,464,138,https://boardgamegeek.com/boardgame/228867/unlock-mystery-adventures,,,,,,,,,12.0,176.0,30.99,31.99,25.0,27.99,,,,,,,,,,,232.0,,,,,,
970,Players confront each other with word-images association and risk management choices,3,6,30.0,30.0,Stella: Dixit Universe,8.0,2021.0,Card Game;Party Game,Deduction;Push Your Luck;Race;Targeted Clues,Digital Implementations: Board Game Arena;Game: Dixit;Mechanism: Image Interpretation;Misc: Watch It Played How To Videos,Gérald Cattiaux;Jean-Louis Roubira,,Maëva da Silva;Jérôme Pélissier,Libellud;ADC Blackfire Entertainment;Galápagos Jogos;Gém Klub Kft.;GoKids 玩樂小子;Hobby Japan;KADABRA;Kaissa Chess & Games;Korea Boardgames;Rebel Sp. z o.o.,Anouk Girard-Dagnas,,,,,,7.294,4281,1.23,1.16,691,227,252575,970,,22921,130,8486,372,64,137,1444,6,12,19,56,173,576,1400,1400,513,137,https://boardgamegeek.com/boardgame/329845/stella-dixit-universe,39.99,31.9,13.02,9.4,,,25.95,35.0,18.95,,,,18.0,31.99,,,,,,,,,,,239.0,,,38.0,,,
971,Level up your hero and descend deeper into the monster dungeon.,1,2,30.0,45.0,One Deck Dungeon,14.0,2016.0,Card Game;Dice;Exploration;Fantasy;Print & Play,"Cooperative Game;Deck, Bag, and Pool Building;Dice Rolling;Melding and Splaying;Move Through Deck;Role Playing;Scenario / Mission / Campaign Game;Solo / Solitaire Game;Stat Check Resolution;Variable Player Powers",Category: Dungeon Crawler;Components: Multi-Use Cards;Digital Implementations: Steam;Mechanism: Campaign Games;Players: Games with Solitaire Rules;Series: One Deck (Asmadi Games);Series: Winzige Welten (Schwerkraft-Verlag);Theme: Boss Battle,Chris Cieslik,,Alanna Cervenak;Will Pitzer,Asmadi Games;Banana Games;Czacha Games;Magic Store Srl;MS Edizioni;Nuts! Publishing;Schwerkraft-Verlag;TOY games,,,,,,,6.939,12379,1.33,2.09,2741,1000,1304573,971,,56389,153,26116,3503,622,249,3550,30,56,147,289,812,2300,4400,3100,919,286,https://boardgamegeek.com/boardgame/179275/one-deck-dungeon,,23.81,,,,,23.45,31.63,10.5,274.0,21.49,,12.0,,,,,,,,,,,,,,,,,,
