Property Ref,Added On,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Furnishing,Price,District,State,Servicing,Service Charge,Total Area,Covered Area
2825506,17 Apr 2025,22 Apr 2025,Available,Detached Duplex,6,6,7,,,470000000.0,Lekki,Lagos,,,,
2816073,12 Apr 2025,12 Apr 2025,Available,Terraced Duplex,3,3,4,,,65000000.0,Ajah,Lagos,,,,
2816062,12 Apr 2025,12 Apr 2025,Available,Terraced Duplex,3,3,4,,,65000000.0,Ajah,Lagos,,,,
2794130,29 Mar 2025,09 Apr 2025,Available,Detached Duplex,4,4,5,4,,170000000.0,Ajah,Lagos,,,,
2794123,29 Mar 2025,29 Mar 2025,Available,Detached Duplex,4,4,5,,,140000000.0,Ajah,Lagos,,,,
2780833,21 Mar 2025,07 Apr 2025,Available,Semi-detached Duplex,5,,,,,190000000.0,Ajah,Lagos,,,,
2825520,17 Apr 2025,21 Apr 2025,Available,House,3,3,4,,Furnished,5000000.0,Abeokuta South,Ogun,,,,
2508089,11 Oct 2024,18 Apr 2025,Available,Detached Duplex,5,5,6,10,,1650000000.0,Lekki,Lagos,,,"1,000 sqm",
2800817,03 Apr 2025,18 Apr 2025,Available,Block of Flats,2,,,,,180000000.0,Lekki,Lagos,,,,
2823242,16 Apr 2025,16 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,,,,
2677825,23 Jan 2025,21 Apr 2025,Available,Detached Duplex,5,5,6,,,750000000.0,Lekki,Lagos,,,,
2815684,11 Apr 2025,11 Apr 2025,Available,Semi-detached Duplex,4,,,,,180000000.0,Maryland,Lagos,,,,
2825413,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,4,5,5,3,Furnished,350000000.0,Ikeja,Lagos,,,,
2825416,17 Apr 2025,18 Apr 2025,Available,Detached Duplex,5,6,6,4,Furnished,600000000.0,Ikeja,Lagos,,,,
2825478,17 Apr 2025,18 Apr 2025,Available,Terraced Duplex,4,4,4,4,,105000000.0,Lekki,Lagos,,,,
2825406,17 Apr 2025,17 Apr 2025,Available,Detached Bungalow,4,,,,,45000000.0,Ibadan,Oyo,,,,
2825473,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,,,180000000.0,Lekki,Lagos,,,,
2825466,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,350000000.0,Lekki,Lagos,,,,
2825453,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,4,,170000000.0,Lekki,Lagos,,,,
2825458,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,4,3,,115000000.0,Lekki,Lagos,,,,
2825463,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,3,3,4,2,,85000000.0,Lekki,Lagos,,,,
2823263,16 Apr 2025,16 Apr 2025,Available,Detached Duplex,5,5,6,5,,250000000.0,Lekki,Lagos,,,,
2800694,03 Apr 2025,18 Apr 2025,Available,Detached Duplex,5,,,,,310000000.0,Lekki,Lagos,,,,
2825428,17 Apr 2025,17 Apr 2025,Available,Detached Bungalow,4,,,,,30000000.0,Oluyole,Oyo,,,,
2825462,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,,,120000000.0,Ajah,Lagos,,,,
2825479,17 Apr 2025,21 Apr 2025,Available,Detached Bungalow,3,3,4,,Furnished,7000000.0,Ibeju Lekki,Lagos,,,,
2825480,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,,5,,,380000000.0,Lekki,Lagos,,,,
2816399,12 Apr 2025,12 Apr 2025,Available,Detached Duplex,4,5,5,3,,70000000.0,Lugbe District,Abuja,,,450 sqm,300 sqm
2351685,13 Jul 2024,14 Apr 2025,Available,House,5,6,7,5,,270000000.0,Asaba,Delta,,,600 sqm,450 sqm
2175898,24 Mar 2024,21 Apr 2025,Available,Terraced Duplex,4,4,6,2,,230000000.0,Lekki,Lagos,,,,
2455127,12 Sep 2024,17 Apr 2025,Available,Semi-detached Duplex,5,5,6,4,,600000000.0,Lekki,Lagos,,,,
2681379,24 Jan 2025,17 Apr 2025,Available,Detached Duplex,4,5,5,,,270000000.0,Enugu,Enugu,,,500 sqm,
2678531,23 Jan 2025,17 Apr 2025,Available,Detached Duplex,6,7,7,8,,100000000.0,Enugu,Enugu,,,700 sqm,6 sqm
2681267,24 Jan 2025,17 Apr 2025,Available,Detached Duplex,4,5,5,,,90000000.0,Enugu,Enugu,,,600 sqm,
2825236,17 Apr 2025,19 Apr 2025,Available,Block of Flats,3,2,3,3,,150000000.0,Agege,Lagos,,,,
2825300,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,150000000.0,Ajah,Lagos,,,,
2217110,22 Apr 2024,21 Apr 2025,Available,Terraced Duplex,4,4,5,,,140000000.0,Surulere,Lagos,,,,
2825265,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,530000000.0,Lekki,Lagos,,,,
2825304,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,140000000.0,Lekki,Lagos,,,,
2825369,17 Apr 2025,22 Apr 2025,Available,Detached Duplex,5,6,6,,,520000000.0,Lekki,Lagos,,,,
2825237,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,,5,,,420000000.0,Jahi,Abuja,,,,
2824566,17 Apr 2025,20 Apr 2025,Available,Detached Duplex,5,5,6,3,Furnished,1500000000.0,Maitama District,Abuja,,,200 sqm,200 sqm
2825241,17 Apr 2025,21 Apr 2025,Available,Semi-detached Duplex,4,4,5,6,,85000000.0,Ajah,Lagos,,,,
2788773,26 Mar 2025,02 Apr 2025,Available,Terraced Duplex,4,5,5,2,,250000000.0,Jahi,Abuja,,,"100,000 sqm","8,000 sqm"
2825264,17 Apr 2025,18 Apr 2025,Available,House,5,5,6,,,170000000.0,Asaba,Delta,,,464 sqm,
2825277,17 Apr 2025,18 Apr 2025,Available,House,5,6,6,,,180000000.0,Asaba,Delta,,,500 sqm,
2757775,08 Mar 2025,14 Apr 2025,Available,Semi-detached Duplex,4,5,5,3,,155000000.0,Lekki,Lagos,,,,
2741536,26 Feb 2025,17 Apr 2025,Available,Detached Duplex,4,5,5,3,,155000000.0,Lekki,Lagos,,,,
2825394,17 Apr 2025,22 Apr 2025,Available,Detached Duplex,4,5,5,,,155000000.0,Ajah,Lagos,,,,
2425530,26 Aug 2024,19 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Lekki,Lagos,,,,
2825133,17 Apr 2025,18 Apr 2025,Available,Detached Duplex,6,6,7,5,,200000000.0,Ikeja,Lagos,,,,
1965761,20 Oct 2023,07 Apr 2025,Available,Detached Duplex,5,5,6,6,,830000000.0,Lekki,Lagos,,,,
2825220,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,400000000.0,Lekki,Lagos,,,,
2825171,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,190000000.0,Lekki,Lagos,,,,
2825183,17 Apr 2025,21 Apr 2025,Available,Detached Duplex,5,,,,,700000000.0,Lekki,Lagos,,,,
2825180,17 Apr 2025,17 Apr 2025,Available,Detached Bungalow,3,3,3,,,40000000.0,Agege,Lagos,,,600 sqm,600 sqm
2825126,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,190000000.0,Ajah,Lagos,,,,
2825160,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,140000000.0,Ajah,Lagos,,,,
2540558,29 Oct 2024,13 Apr 2025,Available,Semi-detached Duplex,28,28,28,50,,2800000000.0,Ajah,Lagos,,,"6,000 sqm","3,000 sqm"
2825141,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,3,,230000000.0,Lekki,Lagos,,,,
2825228,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,,5,,,400000000.0,Katampe,Abuja,,,,
2825132,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,2,,120000000.0,Lekki,Lagos,,,,
2825148,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,5,,895000000.0,Lekki,Lagos,,,,
2665066,16 Jan 2025,21 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,145000000.0,Ajah,Lagos,,,,
2811844,09 Apr 2025,18 Apr 2025,Available,Detached Bungalow,3,3,4,6,,40000000.0,Mowe Ofada,Ogun,,,,290 sqm
2825163,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,,Furnished,260000000.0,Lekki,Lagos,,,,
2524792,20 Oct 2024,20 Apr 2025,Available,House,1,1,1,1,,2000000.0,Kubwa,Abuja,,,4 sqm,6 sqm
2825167,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,3,,300000000.0,Mabushi,Abuja,,,"2,000 sqm",
2825190,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,380000000.0,Amuwo Odofin,Lagos,,,,
2825219,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,,5,,,300000000.0,Durumi,Abuja,Serviced,,,
2824340,17 Apr 2025,17 Apr 2025,Available,Block of Flats,3,3,4,2,,198000000.0,Ikeja,Lagos,Serviced,,,
2825089,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,,870000000.0,Lekki,Lagos,,,,
2825098,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,Furnished,870000000.0,Lekki,Lagos,,,,
2825118,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,6,6,6,,,1100000000.0,Lekki,Lagos,,,,
2793729,29 Mar 2025,29 Mar 2025,Available,Detached Duplex,5,5,6,3,,320000000.0,Lekki,Lagos,,,,
2793717,29 Mar 2025,29 Mar 2025,Available,Detached Duplex,4,4,5,3,,190000000.0,Lekki,Lagos,,,,
2779596,21 Mar 2025,21 Mar 2025,Available,Detached Duplex,5,5,6,3,,340000000.0,Lekki,Lagos,,,,
2825088,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,850000000.0,Ikoyi,Lagos,,,,
2825120,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,5,Furnished,630000000.0,Ikeja,Lagos,,,,
2754428,06 Mar 2025,09 Apr 2025,Available,Detached Duplex,4,4,5,3,,115000000.0,Lekki,Lagos,,,,
2792002,28 Mar 2025,28 Mar 2025,Available,Detached Duplex,5,5,6,3,,270000000.0,Lekki,Lagos,,,,
2825079,17 Apr 2025,18 Apr 2025,Available,Terraced Duplex,3,3,4,2,,70000000.0,Lekki,Lagos,,,300 sqm,280 sqm
2791883,28 Mar 2025,28 Mar 2025,Available,Detached Duplex,5,5,6,3,,260000000.0,Lekki,Lagos,,,,
2791827,28 Mar 2025,28 Mar 2025,Available,Detached Duplex,5,5,6,3,,280000000.0,Lekki,Lagos,,,,
2781624,22 Mar 2025,22 Mar 2025,Available,Detached Duplex,4,4,5,3,,130000000.0,Lekki,Lagos,,,,
2781613,22 Mar 2025,22 Mar 2025,Available,Detached Duplex,7,7,8,4,,450000000.0,Lekki,Lagos,,,,
2766359,13 Mar 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,3,,220000000.0,Lekki,Lagos,,,,
2766337,13 Mar 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,3,,250000000.0,Lekki,Lagos,,,,
2766272,13 Mar 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,3,,200000000.0,Ajah,Lagos,,,,
2754496,06 Mar 2025,11 Apr 2025,Available,Detached Duplex,5,5,6,4,,1100000000.0,Lekki,Lagos,,,,
2825095,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,80000000.0,Ajah,Lagos,,,300 sqm,280 sqm
2822758,16 Apr 2025,19 Apr 2025,Available,Semi-detached Duplex,4,5,5,6,,250000000.0,Lekki,Lagos,,,"474,600 sqm","474,600 sqm"
2825029,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,,,,,340000000.0,Lekki,Lagos,,,,
2825040,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,,,350000000.0,Lekki,Lagos,,,,
2825042,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,,,350000000.0,Lekki,Lagos,,,,
2825000,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,400000000.0,Lekki,Lagos,,,,
2825009,17 Apr 2025,18 Apr 2025,Available,Detached Duplex,4,5,5,6,,350000000.0,Port Harcourt,Rivers,Serviced,,478 sqm,
2773489,17 Mar 2025,21 Apr 2025,Available,Terraced Duplex,2,3,4,,,65000000.0,Ibeju Lekki,Lagos,,,,
2773230,17 Mar 2025,21 Apr 2025,Available,Semi-detached Duplex,3,3,4,3,,70000000.0,Ibeju Lekki,Lagos,,,,
2772739,17 Mar 2025,21 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Lekki,Lagos,,,,
2793802,29 Mar 2025,29 Mar 2025,Available,Terraced Duplex,4,4,5,3,,250000000.0,Lekki,Lagos,,,,
2793794,29 Mar 2025,29 Mar 2025,Available,Terraced Duplex,4,4,5,2,,250000000.0,Lekki,Lagos,,,,
2824993,17 Apr 2025,18 Apr 2025,Available,Terraced Duplex,3,3,4,2,,190000000.0,Ibeju Lekki,Lagos,,,500 sqm,500 sqm
2824997,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,190000000.0,Ibeju Lekki,Lagos,,,,
2825013,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,5,5,5,,,290000000.0,Lekki,Lagos,,,,
2825067,17 Apr 2025,17 Apr 2025,Available,House,6,,,,,500000000.0,Katampe,Abuja,,,,
2825072,17 Apr 2025,17 Apr 2025,Available,House,4,,,,,210000000.0,Jahi,Abuja,,,,
2825073,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,3,3,4,2,Furnished,140000000.0,Yaba,Lagos,,,,
2825075,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,,580000000.0,Lekki,Lagos,,,,
2822207,16 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,2,,180000000.0,Lekki,Lagos,,,,
2793919,29 Mar 2025,29 Mar 2025,Available,Detached Duplex,4,4,5,3,,190000000.0,Ajah,Lagos,,,,
2771350,16 Mar 2025,21 Apr 2025,Available,Detached Duplex,5,5,6,4,,690000000.0,Lekki,Lagos,,,300 sqm,300 sqm
2425530,26 Aug 2024,19 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Lekki,Lagos,,,,
2824937,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,5,,,,,400000000.0,Ikeja,Lagos,,,,
2818015,13 Apr 2025,13 Apr 2025,Available,House,2,3,3,,,90000000.0,Ikeja,Lagos,,,,
2824931,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,3,4,,,430000000.0,Lekki,Lagos,,,,
2824979,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,6,Furnished,850000000.0,Lekki,Lagos,Serviced,,500 sqm,500 sqm
2824985,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,3,,400000000.0,Lekki,Lagos,Serviced,,,
2824990,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,650000000.0,Lekki,Lagos,Serviced,,400 sqm,400 sqm
2824886,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,6,3,,160000000.0,Garki,Abuja,,,,
2815480,11 Apr 2025,11 Apr 2025,Available,Terraced Duplex,4,5,6,,,230000000.0,Ikeja,Lagos,,,,
2699141,03 Feb 2025,22 Apr 2025,Available,Detached Duplex,6,,,,,320000000.0,Surulere,Lagos,,,415 sqm,
2707179,07 Feb 2025,22 Apr 2025,Available,Detached Bungalow,4,4,4,,,8500000.0,Ikorodu,Lagos,,,,463 sqm
2824954,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,2,,220000000.0,Lekki,Lagos,,,"1,000 sqm",250 sqm
2824948,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,4,,,350000000.0,Lekki,Lagos,,,,
2815516,11 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,,390000000.0,Lekki,Lagos,,,,
2815507,11 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,,400000000.0,Lekki,Lagos,,,,
2824893,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,140000000.0,Lekki,Lagos,,,500 sqm,500 sqm
2824896,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,4800000000.0,Ikoyi,Lagos,,,600 sqm,
2809236,08 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,7,,Furnished,225000000.0,Lekki,Lagos,,,,
2809573,08 Apr 2025,08 Apr 2025,Available,Semi-detached Duplex,4,5,6,,,190000000.0,Lekki,Lagos,,,,
2824960,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,5,,,400000000.0,Lekki,Lagos,,,,
2806497,07 Apr 2025,07 Apr 2025,Available,Detached Duplex,5,5,5,,,460000000.0,Lekki,Lagos,,,,
2743671,27 Feb 2025,17 Apr 2025,Available,Block of Flats,3,3,3,,,700000000.0,Owerri Municipal,Imo,,,933 sqm,
2319531,23 Jun 2024,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,950000000.0,Lekki,Lagos,,,480 sqm,150 sqm
2813237,10 Apr 2025,18 Apr 2025,Available,Detached Duplex,5,5,6,3,,330000000.0,Lekki,Lagos,,,400 sqm,150 sqm
2600244,01 Dec 2024,17 Apr 2025,Available,Detached Duplex,5,5,6,8,,1700000000.0,Lekki,Lagos,,,675 sqm,200 sqm
2775561,18 Mar 2025,17 Apr 2025,Available,Terraced Duplex,5,5,6,3,,2888449040.0,Ikoyi,Lagos,,,"2,500 sqm",250 sqm
2627767,19 Dec 2024,17 Apr 2025,Available,Terraced Duplex,4,4,5,2,,100000000.0,Lekki,Lagos,,,"4,000 sqm",250 sqm
2771059,16 Mar 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,550000000.0,Lekki,Lagos,,,500 sqm,200 sqm
2566517,12 Nov 2024,19 Apr 2025,Available,Detached Duplex,5,5,6,4,,380000000.0,Lekki,Lagos,,,492 sqm,150 sqm
2621527,15 Dec 2024,19 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,160000000.0,Lekki,Lagos,,,"1,500 sqm",300 sqm
2609441,06 Dec 2024,19 Apr 2025,Available,Detached Duplex,5,5,6,6,,1100000000.0,Lekki,Lagos,,,500 sqm,150 sqm
2824874,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,6,4,,550000000.0,Guzape District,Abuja,,,,
2254138,14 May 2024,17 Apr 2025,Available,Detached Duplex,5,5,6,5,,550000000.0,Ajah,Lagos,,,600 sqm,200 sqm
2510153,12 Oct 2024,19 Apr 2025,Available,Detached Duplex,5,5,6,5,,400000000.0,Lekki,Lagos,,,480 sqm,200 sqm
2567314,13 Nov 2024,19 Apr 2025,Available,Detached Duplex,5,5,6,6,,750000000.0,Lekki,Lagos,,,500 sqm,200 sqm
2699694,03 Feb 2025,17 Apr 2025,Available,Semi-detached Duplex,5,5,6,2,,145000000.0,Ajah,Lagos,,,700 sqm,250 sqm
2677615,23 Jan 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,2,,120000000.0,Ajah,Lagos,,,300 sqm,150 sqm
2770256,15 Mar 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,135000000.0,Ajah,Lagos,,,800 sqm,250 sqm
2708065,07 Feb 2025,19 Apr 2025,Available,Terraced Duplex,3,3,4,2,,70000000.0,Ajah,Lagos,,,700 sqm,200 sqm
2771896,17 Mar 2025,17 Apr 2025,Available,Detached Duplex,5,,6,,,400000000.0,Lekki,Lagos,,,5 sqm,3 sqm
2778062,20 Mar 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,3,,230000000.0,Ajah,Lagos,,,800 sqm,350 sqm
2824882,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,140000000.0,Lekki,Lagos,,,500 sqm,500 sqm
2758101,08 Mar 2025,17 Apr 2025,Available,Semi-detached Bungalow,2,2,3,2,Furnished,15000000.0,Mowe Ofada,Ogun,,,600 sqm,500 sqm
2152269,08 Mar 2024,28 Mar 2025,Available,Terraced Duplex,4,4,5,2,,330000000.0,Ikeja,Lagos,Serviced,,,
2824794,17 Apr 2025,17 Apr 2025,Available,House,6,,,,,800000000.0,Lekki,Lagos,,,,
1750073,25 May 2023,28 Mar 2025,Available,Semi-detached Duplex,4,4,5,2,,450000000.0,Lekki,Lagos,Serviced,,"1,200 sqm",
2824815,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,,,,,900000000.0,Lekki,Lagos,,,,
2824821,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,6,5,,830000000.0,Lekki,Lagos,,,,
2731234,20 Feb 2025,28 Mar 2025,Available,Detached Duplex,4,4,5,,,1300000000.0,Ikoyi,Lagos,,,,
2824848,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,3,Furnished,250000000.0,Magodo,Lagos,,,,
2824873,17 Apr 2025,21 Apr 2025,Available,Detached Duplex,4,4,5,,,80000000.0,Ajah,Lagos,,,,
2824864,17 Apr 2025,21 Apr 2025,Available,Terraced Duplex,4,4,5,,,90000000.0,Lekki,Lagos,,,,
2824834,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,Furnished,185000000.0,Magodo,Lagos,,,,
2824823,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,2,,370000000.0,Jahi,Abuja,,,"1,000 sqm",
2800925,03 Apr 2025,03 Apr 2025,Available,Semi-detached Duplex,4,4,5,4,,180000000.0,Lekki,Lagos,,,,
2626610,18 Dec 2024,26 Feb 2025,Available,Terraced Duplex,4,4,5,3,,750000000.0,Victoria Island (VI),Lagos,Serviced,,,
2824836,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,250000000.0,Lekki,Lagos,,,,
2824858,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,6,3,,500000.0,Guzape District,Abuja,,,,
2824862,17 Apr 2025,21 Apr 2025,Available,Detached Duplex,5,7,7,,,600000000.0,Maitama District,Abuja,,,,"1,989 sqm"
2824867,17 Apr 2025,18 Apr 2025,Available,Terraced Duplex,4,4,5,3,,120000000.0,Lekki,Lagos,,,500 sqm,500 sqm
2824870,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,4,,5,,Furnished,118000000.0,Ipaja,Lagos,,,,
2817997,13 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,3,,65000000.0,Ajah,Lagos,,,"4,000 sqm",250 sqm
2762057,11 Mar 2025,11 Mar 2025,Available,Semi-detached Duplex,4,4,5,3,,150000000.0,Lekki,Lagos,,,,
2425530,26 Aug 2024,19 Apr 2025,Available,Semi-detached Duplex,4,4,5,,,280000000.0,Lekki,Lagos,,,,
2824711,17 Apr 2025,18 Apr 2025,Available,Semi-detached Duplex,5,6,6,3,Furnished,750000000.0,Ikeja,Lagos,,,,
2824714,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,5,5,3,Furnished,300000000.0,Ikeja,Lagos,,,,
2824713,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,3,3,4,,Furnished,140000000.0,Ikeja,Lagos,,,,
2824745,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,3,3,4,,Furnished,120000000.0,Ikeja,Lagos,,,,
2642348,03 Jan 2025,09 Apr 2025,Available,Detached Duplex,5,5,6,6,,800000000.0,Lekki,Lagos,,,960 sqm,
2824756,17 Apr 2025,22 Apr 2025,Available,Detached Duplex,5,5,6,,,20000000.0,Lekki,Lagos,,,,
2824738,17 Apr 2025,21 Apr 2025,Available,Semi-detached Duplex,5,5,6,,,450000000.0,Lekki,Lagos,,,,
2824755,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,4,4,,400000000.0,Lekki,Lagos,,,,
2824785,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,6,6,5,,530000000.0,Lekki,Lagos,,,,
2824718,17 Apr 2025,18 Apr 2025,Available,Terraced Duplex,3,3,4,,,125000000.0,Lekki,Lagos,,,,
2824788,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,3,,180000000.0,Kubwa,Abuja,,,,
2824719,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,4,4,5,4,,150000000.0,Ajah,Lagos,,,,
2824729,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,4,5,3,,130000000.0,Ajah,Lagos,,,,
2824739,17 Apr 2025,22 Apr 2025,Available,Detached Duplex,5,7,7,,,750000000.0,Maitama District,Abuja,Serviced,,"1,300 sqm",
2794139,29 Mar 2025,18 Apr 2025,Available,Detached Duplex,9,11,11,,,4500000000.0,Asokoro District,Abuja,Serviced,,,
2766461,13 Mar 2025,18 Apr 2025,Available,Detached Duplex,18,20,20,15,,4700000000.0,Guzape District,Abuja,,,"2,311 sqm",
2529230,22 Oct 2024,21 Apr 2025,Available,Block of Flats,3,4,4,2,Furnished,120000000.0,Jahi,Abuja,,,"9,000 sqm","4,500 sqm"
2824764,17 Apr 2025,21 Apr 2025,Available,Semi-detached Duplex,4,4,5,2,,85000000.0,Ajah,Lagos,,,,
2824769,17 Apr 2025,18 Apr 2025,Available,Detached Duplex,5,5,6,4,,420000000.0,Lekki,Lagos,,,500 sqm,500 sqm
2236081,03 May 2024,22 Apr 2025,Available,Detached Duplex,10,10,11,9,Furnished,480000000.0,Ikeja,Lagos,,,,
2691960,30 Jan 2025,17 Mar 2025,Available,Detached Duplex,3,3,4,,,90000000.0,Lekki,Lagos,,,,
2824698,17 Apr 2025,18 Apr 2025,Available,Detached Duplex,4,5,5,2,Furnished,300000000.0,Ikeja,Lagos,,,,
2824631,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,8,8,9,,,2800000000.0,Ikoyi,Lagos,,,,
2824675,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,6,,650000000.0,Lekki,Lagos,,,,
2824646,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,280000000.0,Lekki,Lagos,,,,
2824685,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,,,370000000.0,Lekki,Lagos,,,,
2824699,17 Apr 2025,19 Apr 2025,Available,Detached Duplex,5,5,6,,,570000000.0,Lekki,Lagos,,,,
2824638,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,2,2,3,3,,120000000.0,Lekki,Lagos,,,,
2824647,17 Apr 2025,17 Apr 2025,Available,Detached Duplex,5,5,6,4,,320000000.0,Lekki,Lagos,,,,
2824657,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,3,3,4,3,,110000000.0,Lekki,Lagos,,,,
2824681,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,5,2,,120000000.0,Lekki,Lagos,,,,
2824704,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,5,5,2,Furnished,340000000.0,Magodo,Lagos,,,,
2824628,17 Apr 2025,17 Apr 2025,Available,Terraced Duplex,4,4,4,,,100000000.0,Ajah,Lagos,,,,
2824639,17 Apr 2025,22 Apr 2025,Available,Terraced Duplex,4,4,4,,,125000000.0,Lekki,Lagos,,,,
2824660,17 Apr 2025,17 Apr 2025,Available,Semi-detached Duplex,4,5,5,2,Furnished,160000000.0,Magodo,Lagos,,,,
